SKU,Size,Order Code,Model #,Description,Trend Description,Quantity,Cnt Qty,Price, CAD Net Price ,Multiplier, USD List Price , USD Net Price ,Weight (lbs),Notes
NS148,,,VC31-ZZ-DEEP,150MM DEEPER 3152 CHAMBER SECTION,,1,,1357.5,,,,,,
NS149,"6""",,,"6"" VIC TEE PAINTED",,,,1344.5,242.01,0.18,,,,
NS150,,,,2400MM MANHOLE BARREL RISER x 610,,,,1327.36,,,,,6210,
NS151,"8""",825215,77F-DI-FDA,,,,,1326.6,,,,,,
NS152,,,16589,"1.5M SERVICE VAULT COMMUNICATIONS SPLIT VALT, P-3370 UNISTRUT",,,,1304.9,,,,,5310,
NS153,,385511,TK-99E,,,,,1303.1,,,,,,
NS154, ,,,FIRE METER SPRAY FOAM,,,,1300,,,,,,
NS155,3152,,,3152 EXTENDED HIGH CONCRETE CHAMBER SPRAY FOAM,,,,1300,,,,,,
NS156,"5""",,,"5"" VIC TEE GALV",,,,1300,234,0.18,,,,
NS157,"4""",111524,757 NRS,,,,,1295.31,,,,,161,
NS158,"4""",111512,757 OSY,,,,,1295.31,,,,,161,
NS159,,,16517,"1.2M SERVICE VAULT COMMUNICATIONS SPLIT VAULT, P-3370 UNISTRUT",,,,1286.57,,,,,3470,
NS160,,,16282,4040 SERVICE BOX HATCH LID W/ GALV STL LIDS,,,,1269.2,,,,,480,
NS161,,,SVZZ-51-1500,1.5M COLLAR BLVD USE H20 STATIC,,,,1254.2,,,,,1000,
NS162,3FT,,12652,1800MM MANHOLE 3FT HIGH RISER,,,,1246.1,,,,,4608,
NS163,4FT,,12604,1500 MANHOLE 4FT HIGH RISER,,,,1242.3,,,,,5400,
NS164,"2-1/2""", ,757 OSY F X G,,,,,1203.35,,,,,,
NS165,,,C42,"C42 40"" OPENING FRM & CVR (48"") LOCKING",,,,1197.2,,,,,,
NS166,,,,1350MM MANHOLE BARREL BOTTOM BASE,,,,1190.8,,,,,6545,
NS167,,,,1800MM MANHOLE BARREL RISER x 910,,,,1179.36,,,,,5540,
NS168,"10""",700108,405 RW,,,,,1169.44,,,,,,
NS169,"2""",792035,LF909M1-QT-HW,,,,,1162.83,,,,,,
NS170,"3""",111511,757 OSY,,,,,1145.36,,,,,145,
NS171,"3""",111535,757 BFG,,,,,1145.36,,,,,,
NS172,"1-1/2""",792034,LF909M1-QT-HW,,,,,1116.32,,,,,,
NS173,"2-1/2""",111522,757 NRS,,,,,1114.06,,,,,115,
NS174,"2-1/2""",111510,757 OSY,,,,,1114.06,,,,,125,
NS175,"2-1/2""",111534,757 BFG,,,,,1114.06,,,,,,
NS176,"1-1/2""",601106,PV10M, ,,,,1111.85,,,,,,
NS177,"2""",600669,PV10M, ,,,,1111.85,,,,,,
NS178,"2-1/2""",601501,PV10M, ,,,,1105.65,,,,,,
NS179,"3""",601502,PV10M, ,,,,1105.65,,,,,,
NS180,,,50MM T-10W,RADIO TRANSMITTER,"2"" NEPTUNE 1-10 R900i",,,1105.5,,,,,,
NS181,3152,,,3152 CONCRETE CHAMBER SPRAY FOAM,,,,1100,,,,,,
NS182,"1-1/4""",792033,LF909M1-QT-HW,,,,,1097.71,,,,,,
NS183,"8""",825206,77F-DI-125,,,,,1091.14,,,,,,
NS184,"2""",298588,LF223-LP, ,,,,1048.45,,,,,,
NS185,"2""",298591,LF223-HP, ,,,,1048.45,,,,,,
NS186,"28""",,CORE-RS-0711,"CORE 28"" FOR 6"" WALL",,,,1045.8,,,,,,
NS187,,,16583,"1.5M SERVICE VAULT COMMUNICATIONS VAULT W/ DUCT TERM, P-3370",,,,1024.6,,,,,5310,
NS188,,,,2123 CONCRETE VAULT RISER 0.900M,,,,1000,,,,,2745,
NS189,,,,2122 CONCRETE VAULT RISER 0.900M,,,,1000,,,,,2745,
NS190,,,,2121 CONCRETE VAULT RISER 0.900M,,,,1000,,,,,2745,
NS191,,,,2121 CONCRETE VAULT RISER 0.900M,,,,1000,,,,,2745,
NS192,"3""",122615,LF007 NRS, ,,,,999.98,,,,,,
NS193,"3""",122637,LF007 OSY,,,,,999.98,,,,,,
NS194,,,C42,"C42 40"" OPENING FRM & CVR (48"")",,,,995.35,,,,,,
NS195,,,VCZZ-LG-CAST,CAST HATCH INTO CHAMBER/ROOF SLAB (UP TO 2440X1220),,,,990.1,,,,,,
NS196,"2""",391012,LF909M1-QT,,,,,990.08,,,,,,
NS197,,385496,TK-9A,,,,,984.92,,,,,,
NS198,"5""",,,"5"" VIC TEE PAINTED",,,,975.5,175.59,0.18,,,,
NS199,"2-1/2""",122614,LF007 NRS, ,,,,974.77,,,,,,
NS200,"2-1/2""",122633,LF007 OSY,,,,,974.77,,,,,,
NS201,,,SVTZ-20-1500,1.5M K/O VAULT,,,,973.7,,,,,5100,
NS202,,,16586,"1.5M SERVICE VAULT COMMUNICATIONS VAULT W/ K.O., P-3370 UNISTRUT",,,,967.8,,,,,5310,
NS203,,,16592,"1.5M SERVICE VAULT ELECTRICAL VAULT W/ K.O., P-3370 UNISTRUT",,,,964,,,,,5310,
NS204,,,16792,3152M CABLE RACK KIT,,,,963,,,,,50,
NS205,"20""",,CORE-RS-0508,"CORE 20"" FOR 12"" WALL",,,,955.2,,,,,,
NS206,,,16511,"1.2M SERVICE VAULT COMMUNICATIONS VAULT W/ DUCT TERM, P-3370",,,,951.4,,,,,3470,
NS207,1818,,,1818 CONCRETE CHAMBER SPRAY FOAM,,,,950,,,,,,
NS208,4FT,,12556,1350 MANHOLE 4FT HIGH RISER,,,,943.7,,,,,4200,
NS209,3FT,,12601,1500 MANHOLE 3FT HIGH RISER,,,,931.2,,,,,4050,
NS210,,,VC21-A1-0915,2121 ROOF SLAB FOR MH ENTRY,,,,922.9,,,,,3610,
NS211,,,16514,"1.2M SERVICE VAULT COMMUNICATIONS VAULT W/ K.O., P-3370 UNISTRUT",,,,917.7,,,,,3470,
NS212,,,16520,"1.2M SERVICE VAULT ELECTRICAL VAULT W/ K.O., P-3370 UNISTRUT",,,,913.9,,,,,3470,
NS213,,,,1500MM MANHOLE BARREL RISER x 910,,,,899.08,,,,,4115,
NS214,,,16297,4040 SERVICE BOX BASE UNIT,,,,895.6,,,,,2290,
NS215,,,VC17-AA-4848-BCIN,1.7M ROOF SLAB BLVD USE H20 STATIC,,,,879.7,,,,,1500,
NS216,,,,2121 CONCRETE VAULT SLAB LID,,,,860,,,,,1015,
NS217,,,12661,1800MM MANHOLE STEP LID,,,,853.2,,,,,5165,
NS218,2122,,,2122 CONCRETE CHAMBER SPRAY FOAM,,,,850,,,,,,
NS219,3152,,,3152 CONCRETE RISER SPRAY FOAM,,,,850,,,,,,
NS220,"2""",298585,LF223, ,,,,838.76,,,,,,
NS221,,,,2123 CONCRETE VAULT RISER 0.525 - 0.75M,,,,832,,,,,2290,
NS222,,,,2122 CONCRETE VAULT RISER 0.525 - 0.75M,,,,832,,,,,2290,
NS223,,,,2121 CONCRETE VAULT RISER 0.525 - 0.75M,,,,832,,,,,2290,
NS224,,,,2121 CONCRETE VAULT RISER 0.525 - 0.75M,,,,832,,,,,2290,
NS225,2FT,,12649,1800MM MANHOLE 2FT HIGH RISER,,,,831.1,,,,,3072,
NS226,,,12658,1800MM MANHOLE HD LID,,,,831.1,,,,,5165,
NS227,,,,2121 RISER ROOF SLAB 150H,,,,830.5,,,,,1698,
NS228,,,VC21-C2-R150,2121 RISER COLLAR FOR 2121 ROOF SLAB ONLY,,,,830.5,,,,,1500,
NS229,,,VC31-AA-0305,305MM DEEP HATCH IN 3151 & 251815 ROOF SLAB,,,,824.9,,,,,,
NS230,"1""",792032,LF909QT-HW,,,,,818.11,,,,,,
NS231,,,,1800MM MANHOLE BARREL STEP LID W/ RUNG,,,,812,,,,,5200,
NS232,"1-1/2""",298571,LF223-LP, ,,,,810.52,,,,,,
NS233,"1-1/2""",298572,LF223-HP, ,,,,810.52,,,,,,
NS234,"1-1/2""",391011,LF909QT,,,,,801.35,,,,,,
NS235,,,VC15-AA-0300,1.5M ROOF SLAB FOR CUSTOM HATCH - 305MM THICK W/ 305MM SKIRT,,,,798.7,,,,,2500,
NS236,,,20330,1.2M SERVICE VAULT TR42 FRAME AND COVER,,,,793.9,,,,,565,
NS237,,,20330,1.5M SERVICE VAULT TR42 FRAME AND COVER,,,,793.9,,,,,565,
NS238,,,20330,TR42 FRAME & COVER,,,,793.9,,,,,565,
NS239,,,20330,TR42 FRAME & COVER,,,,793.9,,,,,565,
NS240,"18""",,CORE-RS-0457,"CORE 18"" FOR 12"" WALL",,,,793.2,,,,,,
NS241,,,,1800MM MANHOLE BARREL RISER x 610,,,,790.56,,,,,3612,
NS242,,,VC21-AA-0305,305MM DEEP HATCH IN 2121 ROOF SLAB,,,,781.9,,,,,,
NS243,,,,1200MM MANHOLE BARREL BOTTOM BASE,,,,780.24,,,,,4810,
NS244,,,VCZZ-8M-CAST,CAST HATCH INTO CHAMBER/ ROOF SLAB (UP TO 1220X1220),,,,764.6,,,,,,
NS245,1515,,,1515 CONCRETE CHAMBER SPRAY FOAM,,,,750,,,,,,
NS246,3151,,,3151 CONCRETE RISER SPRAY FOAM,,,,750,,,,,,
NS247,"1-1/4""",298558,LF223-LP, ,,,,742.82,,,,,,
NS248,"1-1/4""",298560,LF223-HP, ,,,,742.82,,,,,,
NS249,"1-1/4""",391010,LF909M1-QT,,,,,737.56,,,,,,
NS250,"3/4""",792031,LF909QT-HW,,,,,724.28,,,,,,
NS251,,,,2123 CONCRETE VAULT RISER 0.3 - 0.450M,,,,720,,,,,1375,
NS252,,,,2122 CONCRETE VAULT RISER 0.3 - 0.450M,,,,720,,,,,1375,
NS253,,,,2121 CONCRETE VAULT RISER 0.3 - 0.450M,,,,720,,,,,1375,
NS254,,,,2121 CONCRETE VAULT RISER 0.3 - 0.450M,,,,720,,,,,1375,
NS255,"4""",,,"4"" VIC TEE GALV",,,,718,129.24,0.18,,,,
NS256,"2""",9204,LFU5B-Z3, ,,,,716.04,,,,,,
NS257,3FT,,12553,1350 MANHOLE 3FT HIGH RISER,,,,707.8,,,,,3150,
NS258,"8""",700107,405 RW,,,,,700.02,,,,,,
NS259,"24""",,CORE-RS-0610,"CORE 24"" FOR 6"" WALL",,,,697.8,,,,,,
NS260,,,VC47-K4-ZZZZ,4712 INTERIOR COATING,,,,689.4,,,,,,
NS261,"6""",825214,77F-DI-FDA,,,,,685.48,,,,,,
NS262,,,16770,832 SERVICE BOX 150MM RISER,,,,676,,,,,680,
NS263,,,,1350MM MANHOLE BARREL RISER x 910,,,,673.4,,,,,3200,
NS264,4FT,,12505,1200MM MANHOLE 4FT HIGH RISER,,,,657.7,,,,,3104,
NS265,,,,2400MM MANHOLE BARREL RISER x 300,,,,652.8,,,,,3055,
NS266,,,VC17-AA-0305,305MM DEEP HATCH IN 1.7M ROOF SLAB,,,,651.6,,,,,,
NS267,2121,,,2121 CONCRETE CHAMBER SPRAY FOAM,,, ,650,,,,,,
NS268,,,VC15-AA-3636-BCIN,1.5M ROOF SLAB FOR C-18 MH,,,,648.7,,,,,1500,
NS269,"1-1/2""",298568,LF223, ,,,,648.43,,,,,,
NS270,"16""",,CORE-RS-0406,"CORE 16"" FOR 12"" WALL",,,,644.4,,,,,,
NS271,,,12616,1500 MANHOLE STEP LID,,,,631.7,,,,,3275,
NS272,2FT,,12598,1500 MANHOLE 2FT HIGH RISER,,,,621.1,,,,,2700,
NS273,"6""",825205,77F-DI-125,,,,,619.57,,,,,,
NS274,,,,2121 RISER COLLAR 150H,,,,613.4,,,,,1477,
NS275,,,VC21-C2-0150,2121 RISER COLLAR FOR 2121 COLLAR ONLY,,,,613.4,,,,,1500,
NS276,,,12613,1500 MANHOLE HD LID,,,,609.6,,,,,3275,
NS277,,,,1500MM MANHOLE BARREL RISER x 610,,,,602.68,,,,,2758,
NS278,"6""",700106,405 RW,,,,,598.42,,,,,,
NS279,,,VC42-K4-ZZZZ,4212 INTERIOR COATING,,,,598.2,,,,,,
NS280,"1-1/4""",298553,LF223, ,,,,594.26,,,,,,
NS281,,,16363,5686 SERVICE BOX B.D. RPVC GALV ELEC LID,,2,,588.4,,,,,795,
NS282,,,16365,5686 SERVICE BOX B.D. GALV COMM LID,,2,,588.4,,,,,795,
NS283,,,16366,5686 SERVICE BOX B.D. GALV BLANK LID,,2,,576.8,,,,,795,
NS284,"14""",,,356MM CORED HOLE - SMOOTH,,,,569.6,,,,,,
NS285,,,,1050MM MANHOLE BARREL BOTTOM BASE,,,,569.04,,,,,4000,
NS286,,,,1500MM MANHOLE BARREL STEP LID W/ RUNG,,,,568,,,,,3300,
NS287,,,12655,1800MM MANHOLE EXTENDED BASE,,,,565.3,,,,,3200,
NS288,,,SVTZ-C3-1500,1.5M RISER X 450MM HIGH,,,,540.5,,,,,1960,
NS289,,,16361,5686 SERVICE BOX B.D. RPVC PAINTED STL LID,,2,,527.4,,,,,795,
NS290,,,SVHZ-42-0832,832 RISER 150 HIGH,,,,524.4,,,,,700,
NS291,"2""",9465,LF25AUBZ3, ,,,,512.73,,,,,,
NS292,"4""",,,"4"" VIC TEE PAINTED",,,,508,91.44,0.18,,,,
NS293,,,,900MM MANHOLE BARREL BOTTOM BASE,,,,502.88,,,,,2430,
NS294,,,12654,1800MM MANHOLE BASE IN,,,,498.8,,,,,2650,
NS295,,,16173,266 SERVICE BOX B.D. RPVC GALV ELEC LID,,2,,493.8,,,,,611,
NS296,,,16175,266 SERVICE BOX B.D. RPVC GALV COMM LID,,2,,493.8,,,,,611,
NS297,3FT,,12502,1200MM MANHOLE 3FT HIGH RISER,,,,493.1,,,,,2328,
NS298,"2""",391007,LF009M2 QT,,,,,490.64,,,,,,
NS299,,,16176,266 SERVICE BOX B.D. RPVC GALV BLANK LID,,2,,488.8,,,,,611,
NS300,"12""",,,304MM CORED HOLE - SMOOTH,,,,486.4,,,,,,
NS301,,,SVTZ-A1-1500,1.5M ROOF SLAB W/ 940 MH ENTRY ROADWAY USE H20 TRAFFIC,,,,485.8,,,,,1610,
NS302,,,16733,2122M CABLE RACK KIT,,,,481.5,,,,,50,
NS303,,,16701,2102M CABLE RACK KIT,,,,481.5,,,,,50,
NS304,"14""",,CORE-RS-0356,"CORE 14"" FOR 12"" WALL",,,,481.2,,,,,,
NS305,"3""",,,"3"" VIC TEE GALV",,,,481,86.58,0.18,,,,
NS306,"20""",,CORE-RS-0508,"CORE 20"" FOR 6"" WALL",,,,477.6,,,,,,
NS307,,,,5210 SERIES EXTERIOR DAMP PROOFING,,,,476,,,,,,
NS308,,,16357,5686 SERVICE BOX RPVC SUPPORTS - PAINTED STL LID,,2,,471.8,,,,,795,
NS309,"5""",825204,77F-DI-125,,,,,465.8,,,,,,
NS310,2FT,,12550,1350 MANHOLE 2FT HIGH RISER,,,,460.3,,,,,2100,
NS311,,,12610,1500 MANHOLE EXTENDED BASE,,,,459.4,,,,,2500,
NS312,,,16359,5686 SERVICE BOX B.D. HARDWARE - PAINTED STL LID,,,,452,,,,,795,
NS313,,,,1350MM MANHOLE BARREL RISER x 610,,,,451.4,,,,,2135,
NS314,,,16171,266 SERVICE BOX B.D. RPVC PAINTED STL LID,,2,,448.3,,,,,611,
NS315,,,,1200MM MANHOLE BARREL RISER x 910,,,,447.72,,,,,2750,
NS316,"1""",391009,LF909QT,,,,,446.52,,,,,,
NS317,"1-1/2""",391006,LF009M2 QT,,,,,441.42,,,,,,
NS318,,,,6 - 10 TON CLUTCHES,,1,,440,,,,,,
NS319,,,,LIFTING CLUTCH - 6-10 TONNE,,,,440,,,,,6,
NS320,,,12565,1350 MANHOLE STEP LID,,,,437.2,,,,,2260,
NS321,"1-1/2""",9192,LFU5B-Z3, ,,,,436.32,,,,,,
NS322,4FT,,12454,1050MM MANHOLE 4FT HIGH RISER,,,,436.2,,,,,2424,
NS323,,,,4700 SERIES EXTERIOR DAMP PROOFING,,,,436,,,,,,
NS324,,,16610,1.5M SERVICE VAULT 400MM HI RISER,,,,419.9,,,,,1950,
NS325,"12""",,CORE-RS-0305,"CORE 12"" FOR 12"" WALL",,,,418.8,,,,,,
NS326,,,VC31-K4-ZZZZ,3152 INTERIOR COATING,,,,415.8,,,,,,
NS327,,,12562,1350 MANHOLE HD LID,,,,415.1,,,,,2260,
NS328,,,12607,1500 MANHOLE BASE IN,,,,415.1,,,,,1850,
NS329,1FT,,12646,1800MM MANHOLE 1FT HIGH RISER,,,,415.1,,,,,1536,
NS330,"1""",298536,LF223-LP, ,,,,411.32,,,,,,
NS331,"1""",298541,LF223-HP, ,,,,411.32,,,,,,
NS332,,,VC47-K7-ZZZZ,4712 EXTERIOR COATING,,,,410.8,,,,,,
NS333,"1-1/4""",391005,LF009M2 QT,,,,,406.86,,,,,,
NS334,"10""",,,254MM CORED HOLE  - SMOOTH,,,,406.4,,,,,,
NS335,4FT,,12409,900MM MANHOLE 4FT HIGH RISER,,,,405.4,,,,,1816,
NS336,"3""",379118,LF777SI,,,,1,397.05,,,,,,
NS337,,,16604,1.5M SERVICE VAULT ROADWAY USE H20 TRAFFIC,,,,396.8,,,,,1660,
NS338,"18""",,CORE-RS-0457,"CORE 18"" FOR 6"" WALL",,,,396.6,,,,,,
NS339,,,,5210 SERIES INTERIOR WHITE PAINT,,,,396,,,,,,
NS340,"3/4""",,,"3/4"" VIC TEE GALV",,,,394,70.92,0.18,,,,
NS341,"1""",,,"1"" VIC TEE GALV",,,,394,70.92,0.18,,,,
NS342,"1-1/4""",,,"1-1/4"" VIC TEE GALV",,,,394,70.92,0.18,,,,
NS343,"1-1/2""",,,"1-1/2"" VIC TEE GALV",,,,394,70.92,0.18,,,,
NS344,"2""",,,"2"" VIC TEE GALV",,,,394,70.92,0.18,,,,
NS345,"2-1/2""",,,"2-1/2"" VIC TEE GALV",,,,394,70.92,0.18,,,,
NS346,"3/4""",391008,LF909QT,,,,,393.36,,,,,,
NS347,,,16355,5686 SERVICE BOX PAINTED STL CHECKERPLATE LID,,,,393,,,,,795,
NS348,,,,4210 SERIES EXTERIOR DAMP PROOFING,,,,392,,,,,,
NS349,"1-1/4""",9180,LFU5B-Z3, ,,,,390.96,,,,,,
NS350,,,16167,266 SERVICE BOX RPVC SUPPORTS PAINTED STL LID,,2,,390.1,,,,,609,
NS351,,,,1800MM MANHOLE BARREL RISER x 300,,,,388.8,,,,,1826,
NS352,,,VC18-K4-ZZZZ,1818 INTERIOR COATING,,,,381.6,,,,,,
NS353,,,,1350MM MANHOLE BARREL STEP LID W/ RUNG,,,,376,,,,,2285,
NS354,,,16169,266 SERVICE BOX B.D. HARDWARE - PAINTED STL LID,,,,374.1,,,,,609,
NS355,,,VCZZ-A9-CURB,CRD CURB STNDRD FOR CUSTOM HATCH,,,,366.6,,,,,,
NS356,"3""",,,"3"" VIC TEE PAINTED",,,,365,65.7,0.18,,,,
NS357,,61792,TK-7,,,,,363.67,,,,,,
NS358,,,VC22-K4-ZZZZ,2221 INTERIOR COATING,,,,363.2,,,,,,
NS359,"4""",700105,405 RW,,,,,363.16,,,,,,
NS360,,,,4700 SERIES INTERIOR WHITE PAINT,,,,356,,,,,,
NS361,,,VC42-K7-ZZZZ,4212 EXTERIOR COATING,,,,348.2,,,,,,
NS362,,,16340,"5686 SERVICE BOX COVER GALV STL LID ""MOTH"" B.D. ASSEM.",,,,344.1,,,,,105,
NS363,,,16334,"5686 SERVICE BOX COVER GALV STL LID ""ELEC"" B.D. ASSEM.",,,,344.1,,,,,105,
NS364,,,12559,1350 MANHOLE EXTENDED BASE,,,,343.8,,,,,2100,
NS365,,,VCZZ-A9-CURB,CRD CURB STNDRD FOR CRD HATCH,,,,342.6,,,,,,
NS366,,,,3150 SERIES EXTERIOR DAMP PROOFING,,,,340,,,,,,
NS367,,,16325,5686 SERVICE BOX COVER GALV STL LID B.D. ASSEM,,,,332.5,,,,,105,
NS368,2FT,,12499,1200MM MANHOLE 2FT HIGH RISER,,,,329.3,,,,,1552,
NS369,"1""",298533,LF223, ,,,,329.06,,,,,,
NS370,3FT,,12451,1050MM MANHOLE 3FT HIGH RISER,,,,327.4,,,,,1818,
NS371,"4""",825212,77F-DI-FDA,,,,,327.4,,,,,,
NS372,"8""",,,203MM CORED HOLE - SMOOTH,,,,324.8,,,,,,
NS373,"2""",63235,LF007M1 QT, ,,,,324.43,,,,,,
NS374,"16""",,CORE-RS-0406,"CORE 16"" FOR 6"" WALL",,,,322.2,,,,,,
NS375,,,16165,266 SERVICE BOX PAINTED STL LID,,,,320.7,,,,,608,
NS376,,,,4210 SERIES INTERIOR WHITE PAINT,,,,320,,,,,,
NS377,,,16529,1.2M SERVICE VAULT ROADWAY USE H20 TRAFFIC,,,,319.7,,,,,1210,
NS378,"10""",,CORE-RS-0254,"CORE 10"" FOR 12"" WALL",,,,316.8,,,,,,
NS379,1FT,,12595,1500 MANHOLE 1FT HIGH RISER,,,,311,,,,,1350,
NS380,,,,"4"" PIPE x 3' W/2 FLANGES WELDED",,1,,310,,,,,,
NS381,3FT,,12406,900MM MANHOLE 3FT HIGH RISER,,,,304.3,,,,,1362,
NS382,,,12558,1350 MANHOLE BASE IN,,,,304.3,,,,,1500,
NS383,,,,1050MM MANHOLE BARREL RISER x 910,,,,302.12,,,,,2260,
NS384,,,16331/16328,5686 SERVICE BOX COVER GALV CHECKERPLATE LID - ELEC OR COMM,,,,302,,,,,100,
NS385,,,,1200MM MANHOLE BARREL RISER x 610,,,,300.12,,,,,1850,
NS386,,,,2100 SERIES EXTERIOR DAMP PROOFING,,,,300,,,,,,
NS387,"3/4""",,,"3/4"" VIC TEE PAINTED",,,,300,54,0.18,,,,
NS388,"1""",,,"1"" VIC TEE PAINTED",,,,300,54,0.18,,,,
NS389,"1-1/4""",,,"1-1/4"" VIC TEE PAINTED",,,,300,54,0.18,,,,
NS390,"1-1/2""",,,"1-1/2"" VIC TEE PAINTED",,,,300,54,0.18,,,,
NS391,"2""",,,"2"" VIC TEE PAINTED",,,,300,54,0.18,,,,
NS392,"2-1/2""",,,"2-1/2"" VIC TEE PAINTED",,,,300,54,0.18,,,,
NS393,,,12517,1200MM MANHOLE STEP LID,,,,299.5,,,,,1380,
NS394,,,,1500MM MANHOLE BARREL RISER x 300,,,,296.4,,,,,1357,
NS395,,,16322,5686 SERVICE BOX COVER GALV CHECKERPLATE LID - BLANK,,,,290.5,,,,,100,
NS396,"2-1/2""",379117,LF777SI,,,,1,286.78,,,,,,
NS397,,,16346,5686 SERVICE BOX COVER PAINTED STL LID W/ RR HOLE W/ B.D. ASSEM.,,,,285.6,,,,,105,
NS398,,,VC21-K4-2122,2122 INTERIOR COATING,,,,280.2,,,,,,
NS399,,,16147,266 SERVICE BOX COVER GALV STL LID ELEC B.D. ASSEM.,,,,278.7,,,,,67,
NS400,"3/4""",298519,LF223-LP, ,,,,278.1,,,,,,
NS401,"3/4""",298522,LF223-HP, ,,,,278.1,,,,,,
NS402,"1-1/2""",63234,LF007M2 QT, ,,,,278.1,,,,,,
NS403,,,12514,1200MM MANHOLE HD LID,,,,277.3,,,,,1380,
NS404,,,,900MM MANHOLE BARREL RISER x 910,,,,276.64,,,,,1397,
NS405,,,16280,4040 SERVICE BOX CABLE RACK KIT,,,,274.5,,,,,15,
NS406,,,16508,1.2M SERVICE VAULT 1.2M CABLE RACK KIT,,,,274.5,,,,,25,
NS407,,,16580,1.5M SERVICE VAULT 1.5M CABLE RACK KIT,,,,274.5,,,,,25,
NS408,,,16708,2121M CABLE RACK KIT,,,,274.5,,,,,25,
NS409,"1-1/4""",63233,LF007M2 QT, ,,,,270.36,,,,,,
NS410,"1""",9162,LFU5B-Z3-LP, ,,,,268.46,,,,,,
NS411,"1-1/2""",9431,LF25AUB-Z3, ,,,,268.2,,,,,,
NS412,"1""",391004,LF009M2 QT,,,,,262.64,,,,,,
NS413,,,,3150 SERIES INTERIOR WHITE PAINT,,,,260,,,,,,
NS414,"1""",9154,LFU5B-Z3, ,,,,255.69,,,,,,
NS415,,,,1.5M RISER 150H,,,,253.9,,,,,684,
NS416,,,SVTZ-C2-1500,1.5M RISER X 150MM HIGH,,,,253.9,,,,,520,
NS417,"8""",,CORE-RS-0203,"CORE 8"" FOR 12"" WALL",,,,253.2,,,,,,
NS418,"3""",700104,405 RW,,,,,249.95,,,,,,
NS419,,,12511,1200MM MANHOLE EXTENDED BASE,,,,249.4,,,,,1600,
NS420,"1/2""",298506,LF223-LP, ,,,,248.24,,,,,,
NS421,"1/2""",298509,LF223-HP, ,,,,248.24,,,,,,
NS422,"3""",220085,77S1,,,,1,246.63,,,,,,
NS423,"4""",825203,77F-DI-125,,,,,245.19,,,,,,
NS424,,,12466,1050MM MANHOLE STEP LID,,,,243.6,,,,,960,
NS425,"6""",,,152MM CORED HOLE - SMOOTH,,,,243.2,,,,,,
NS426,"16""",,,"CORE 16""",,,,243.07,,,,,,
NS427,,,VC31-K7-ZZZZ,3152 EXTERIOR COATING,,,,242.4,,,,,,
NS428,,,16343,5686 SERVICE BOX COVER PAINTED STL LID - BLANK,,,,241.1,,,,,100,
NS429,,,16349,5686 SERVICE BOX COVER PAINTED STL LID W/ RR HOLE,,,,241.1,,,,,100,
NS430,"14""",,CORE-RS-0356,"CORE 14"" FOR 6"" WALL",,,,240.6,,,,,,
NS431,,,,3 - 5 TON CLUTCHES,,1,,240,,,,,,
NS432,1FT,,12547,1350 MANHOLE 1FT HIGH RISER,,,,235.9,,,,,1050,
NS433,,,16144/16141,266 SERVICE BOX COVER GALV CHECKERPLATE LID - ELEC/COMM,,,,234.2,,,,,65,
NS434,,,16156,266 SERVICE BOX COVER PAINTED STL LID W/ RR HOLE W/B.D. ASSEM.,,,,233.2,,,,,65,
NS435,,,VC22-K7-ZZZZ,2221 EXTERIOR COATING,,,,232.9,,,,,,
NS436,"3""",555109,LFFBV-3C,,,,,229.25,,,,,,
NS437,,,16135,266 SERVICE BOX COVER GALV CHECKERPLATE LID - BLANK,,,,229.2,,,,,67,
NS438,"3""",555117,LFFBVS-3C,,,,,222.69,,,,,,
NS439,"3/4""",298514,LF223, ,,,,222.47,,,,,,
NS440,,,,1350MM MANHOLE BARREL RISER x 300,,,,222,,,,,1050,
NS441,"1-1/4""",9392,LF25AUB-Z3, ,,,,220.87,,,,,,
NS442,,,,1200MM MANHOLE BARREL STEP LID W/ RUNG,,,,220,,,,,1410,
NS443,2FT,,12448,1050MM MANHOLE 2FT HIGH RISER,,,,218.6,,,,,1212,
NS444,"3/4""",391003,LF009M3 QT,,,,,216.29,,,,,,
NS445,,,12460,1050MM MANHOLE EXTENDED BASE,,,,215.7,,,,,1000,
NS446,,,VC18-K7-ZZZZ,1818 EXTERIOR COATING,,,,210.4,,,,,,
NS447,,,16123,266 SERVICE BOX COVER CAST IRON - BLANK,,,,209.5,,,,,90,
NS448,,,16129,266 SERVICE BOX COVER CAST IRON - RR HOLE,,,,209.5,,,,,90,
NS449,,,16132,266 SERVICE BOX COVER CAST IRON - RR HOLE WATERMETER,,,,209.5,,,,,90,
NS450,,,16126,266 SERVICE BOX COVER CAST IRON - ELEC,,,,209.5,,,,,90,
NS451,"12""",,CORE-RS-0305,"CORE 12"" FOR 6"" WALL",,,,209.4,,,,,,
NS452,,,16607,1.5M SERVICE VAULT 150MM HI RISER,,,,209,,,,,510,
NS453,,,VC31-K4-ZZZZ,3151 INTERIOR COATING,,,,207.9,,,,,,
NS454,"2-1/2""",700103,405 RW,,,,,204.4,,,,,,
NS455,,,,5210 SERIES FLOOR SUMP,,,,204,,,,,,
NS456,,,,4700 SERIES FLOOR SUMP,,,,204,,,,,,
NS457,,,,4210 SERIES FLOOR SUMP,,,,204,,,,,,
NS458,,,,3150 SERIES FLOOR SUMP,,,,204,,,,,,
NS459,,,,2100 SERIES FLOOR SUMP,,,,204,,,,,,
